user_id,timestamp,app,operation,user_group
u001,2026-06-08 09:52:16,知乎,浏览首页推荐,学生
u001,2026-06-08 09:52:53,知乎,查看作者主页,学生
u001,2026-06-08 09:53:17,知乎,返回首页,学生
u001,2026-06-08 09:55:35,米哈游,进入游戏社区,学生
u001,2026-06-08 09:55:52,米哈游,查看活动,学生
u001,2026-06-08 09:56:35,米哈游,查看公告,学生
u001,2026-06-08 09:57:34,米哈游,查看任务中心,学生
u001,2026-06-08 09:58:08,米哈游,搜索攻略,学生
u001,2026-06-08 09:58:36,米哈游,查看攻略,学生
u001,2026-06-08 09:58:44,米哈游,关闭米哈游,学生
u001,2026-06-08 10:00:21,米哈游,启动游戏,学生
u001,2026-06-08 10:00:44,米哈游,查看兑换码,学生
u001,2026-06-08 10:01:36,米哈游,查看收藏,学生
u001,2026-06-08 10:02:33,米哈游,领取活动奖励,学生
u001,2026-06-08 10:03:06,米哈游,查看消息通知,学生
u001,2026-06-08 10:03:35,米哈游,返回首页,学生
u001,2026-06-08 10:05:32,飞书,查看会议纪要,学生
u001,2026-06-08 10:05:53,飞书,打开飞书,学生
u001,2026-06-08 10:06:45,飞书,评论云文档,学生
u001,2026-06-08 10:07:27,飞书,搜索聊天记录,学生
u001,2026-06-08 10:08:19,飞书,返回消息列表,学生
u001,2026-06-08 10:09:30,米哈游,查看消息通知,学生
u001,2026-06-08 10:09:54,米哈游,查看用户主页,学生
u001,2026-06-08 10:10:12,米哈游,查看消息通知,学生
u001,2026-06-08 10:11:06,米哈游,返回首页,学生
u001,2026-06-08 10:13:04,夸克浏览器,打开夸克浏览器,学生
u001,2026-06-08 10:13:45,夸克浏览器,查看下载列表,学生
u001,2026-06-08 10:14:15,夸克浏览器,复制链接,学生
u001,2026-06-08 10:14:40,夸克浏览器,打开夸克浏览器,学生
u001,2026-06-08 10:14:46,夸克浏览器,设置浏览器,学生
u001,2026-06-08 10:15:08,夸克浏览器,关闭无痕模式,学生
u001,2026-06-08 10:17:08,夸克浏览器,查看历史记录,学生
u001,2026-06-08 10:17:18,夸克浏览器,打开夸克浏览器,学生
u001,2026-06-08 10:18:04,夸克浏览器,查看历史记录,学生
u001,2026-06-08 10:18:36,夸克浏览器,打开网页,学生
u001,2026-06-08 10:19:14,夸克浏览器,点击搜索结果,学生
u001,2026-06-08 10:20:06,夸克浏览器,输入网址,学生
u001,2026-06-08 10:20:30,夸克浏览器,输入搜索词,学生
u001,2026-06-08 10:21:05,夸克浏览器,关闭无痕模式,学生
u001,2026-06-08 10:22:50,知乎,搜索内容,学生
u001,2026-06-08 10:23:38,知乎,打开知乎,学生
u001,2026-06-08 10:24:32,知乎,搜索用户,学生
u001,2026-06-08 10:25:12,知乎,浏览盐选内容,学生
u001,2026-06-08 10:26:01,知乎,返回首页,学生
u001,2026-06-08 10:27:48,飞书,查看通讯录,学生
u001,2026-06-08 10:28:12,飞书,查看通讯录,学生
u001,2026-06-08 10:28:17,飞书,查看消息列表,学生
u001,2026-06-08 10:28:40,飞书,查看未读消息,学生
u001,2026-06-08 10:29:25,飞书,查看任务,学生
u001,2026-06-08 10:30:06,飞书,加入会议,学生
u001,2026-06-08 10:30:34,飞书,查看任务,学生
u001,2026-06-08 10:31:18,飞书,返回消息列表,学生
u001,2026-06-08 10:33:25,知乎,查看通知,学生
u001,2026-06-08 10:34:24,知乎,查看私信,学生
u001,2026-06-08 10:34:56,知乎,关注问题,学生
u001,2026-06-08 10:35:50,知乎,查看热榜,学生
u001,2026-06-08 10:36:36,知乎,搜索用户,学生
u001,2026-06-08 10:37:23,知乎,查看回答,学生
u001,2026-06-08 10:38:01,知乎,搜索内容,学生
u001,2026-06-08 10:38:25,知乎,返回首页,学生
u001,2026-06-08 10:46:22,知乎,查看专栏,学生
u001,2026-06-08 10:47:10,知乎,浏览首页推荐,学生
u001,2026-06-08 10:47:15,知乎,展开全文,学生
u001,2026-06-08 10:48:06,知乎,查看热榜,学生
u001,2026-06-08 10:48:25,知乎,浏览首页推荐,学生
u001,2026-06-08 10:49:06,知乎,查看通知,学生
u001,2026-06-08 10:49:32,知乎,关闭知乎,学生
u001,2026-06-08 10:55:10,腾讯QQ,查看好友资料,学生
u001,2026-06-08 10:55:37,腾讯QQ,查看消息列表,学生
u001,2026-06-08 10:55:47,腾讯QQ,查看空间,学生
u001,2026-06-08 10:56:20,腾讯QQ,发送表情,学生
u001,2026-06-08 10:57:12,腾讯QQ,搜索好友,学生
u001,2026-06-08 10:57:41,腾讯QQ,评论动态,学生
u001,2026-06-08 10:58:15,腾讯QQ,评论动态,学生
u001,2026-06-08 10:58:54,腾讯QQ,关闭QQ,学生
u001,2026-06-08 11:00:14,夸克浏览器,打开夸克网盘,学生
u001,2026-06-08 11:00:56,夸克浏览器,输入搜索词,学生
u001,2026-06-08 11:01:03,夸克浏览器,点击搜索结果,学生
u001,2026-06-08 11:02:02,夸克浏览器,查看下载列表,学生
u001,2026-06-08 11:03:02,夸克浏览器,分享网页,学生
u001,2026-06-08 11:03:33,夸克浏览器,打开网页,学生
u001,2026-06-08 11:03:53,夸克浏览器,查看下载列表,学生
u001,2026-06-08 11:04:20,夸克浏览器,关闭无痕模式,学生
u001,2026-06-08 11:06:11,腾讯QQ,查看文件助手,学生
u001,2026-06-08 11:06:22,腾讯QQ,查看收藏,学生
u001,2026-06-08 11:07:20,腾讯QQ,查看联系人,学生
u001,2026-06-08 11:08:06,腾讯QQ,搜索好友,学生
u001,2026-06-08 11:08:34,腾讯QQ,查看群聊,学生
u001,2026-06-08 11:09:00,腾讯QQ,查看收藏,学生
u001,2026-06-08 11:09:27,腾讯QQ,查看联系人,学生
u001,2026-06-08 11:10:24,腾讯QQ,搜索好友,学生
u001,2026-06-08 11:11:12,腾讯QQ,关闭QQ,学生
u001,2026-06-08 11:12:16,知乎,查看通知,学生
u001,2026-06-08 11:13:06,知乎,查看专栏,学生
u001,2026-06-08 11:13:34,知乎,查看热榜,学生
u001,2026-06-08 11:14:04,知乎,查看专栏,学生
u001,2026-06-08 11:14:12,知乎,返回首页,学生
u001,2026-06-08 11:16:10,夸克浏览器,打开无痕模式,学生
u001,2026-06-08 11:16:46,夸克浏览器,输入搜索词,学生
u001,2026-06-08 11:17:16,夸克浏览器,复制链接,学生
u001,2026-06-08 11:17:55,夸克浏览器,打开网页,学生
u001,2026-06-08 11:18:16,夸克浏览器,查看书签,学生
u001,2026-06-08 11:18:24,夸克浏览器,打开夸克浏览器,学生
u001,2026-06-08 11:18:53,夸克浏览器,分享网页,学生
u001,2026-06-08 11:19:15,夸克浏览器,点击搜索结果,学生
u001,2026-06-08 11:19:20,夸克浏览器,关闭浏览器,学生
u001,2026-06-08 11:20:47,夸克浏览器,清除浏览记录,学生
u001,2026-06-08 11:21:07,夸克浏览器,输入搜索词,学生
u001,2026-06-08 11:21:41,夸克浏览器,查看书签,学生
u001,2026-06-08 11:22:22,夸克浏览器,查看下载列表,学生
u001,2026-06-08 11:22:47,夸克浏览器,返回上一页,学生
u001,2026-06-08 11:26:17,知乎,查看作者主页,学生
u001,2026-06-08 11:27:11,知乎,查看专栏,学生
u001,2026-06-08 11:27:50,知乎,查看通知,学生
u001,2026-06-08 11:28:34,知乎,搜索用户,学生
u001,2026-06-08 11:29:05,知乎,返回首页,学生
u001,2026-06-08 11:30:43,明日方舟,查看基建,学生
u001,2026-06-08 11:31:16,明日方舟,查看基建,学生
u001,2026-06-08 11:32:02,明日方舟,查看任务,学生
u001,2026-06-08 11:32:42,明日方舟,查看活动,学生
u001,2026-06-08 11:33:24,明日方舟,查看干员,学生
u001,2026-06-08 11:33:44,明日方舟,查看关卡信息,学生
u001,2026-06-08 11:34:04,明日方舟,退出游戏,学生
u001,2026-06-08 11:35:37,腾讯QQ,查看联系人,学生
u001,2026-06-08 11:36:16,腾讯QQ,查看联系人,学生
u001,2026-06-08 11:36:49,腾讯QQ,查看消息列表,学生
u001,2026-06-08 11:36:57,腾讯QQ,发送语音消息,学生
u001,2026-06-08 11:37:09,腾讯QQ,查看文件助手,学生
u001,2026-06-08 11:37:46,腾讯QQ,查看动态,学生
u001,2026-06-08 11:38:41,腾讯QQ,查看收藏,学生
u001,2026-06-08 11:39:16,腾讯QQ,查看空间,学生
u001,2026-06-08 11:39:32,腾讯QQ,关闭QQ,学生
u001,2026-06-08 11:40:16,知乎,打开知乎,学生
u001,2026-06-08 11:40:55,知乎,浏览首页推荐,学生
u001,2026-06-08 11:41:10,知乎,打开知乎,学生
u001,2026-06-08 11:41:27,知乎,查看作者主页,学生
u001,2026-06-08 11:42:27,知乎,查看私信,学生
u001,2026-06-08 11:43:05,知乎,浏览首页推荐,学生
u001,2026-06-08 11:43:23,知乎,查看私信,学生
u001,2026-06-08 11:43:39,知乎,查看私信,学生
u001,2026-06-08 11:44:22,知乎,返回首页,学生
u001,2026-06-08 11:46:21,夸克浏览器,输入搜索词,学生
u001,2026-06-08 11:46:39,夸克浏览器,打开夸克网盘,学生
u001,2026-06-08 11:46:45,夸克浏览器,管理扩展/工具,学生
u001,2026-06-08 11:47:08,夸克浏览器,查看历史记录,学生
u001,2026-06-08 11:47:52,夸克浏览器,查看书签,学生
u001,2026-06-08 11:48:38,夸克浏览器,打开夸克网盘,学生
u001,2026-06-08 11:49:14,夸克浏览器,复制链接,学生
u001,2026-06-08 11:49:20,夸克浏览器,打开夸克浏览器,学生
u001,2026-06-08 11:50:04,夸克浏览器,关闭标签页,学生
u001,2026-06-08 11:51:20,明日方舟,查看仓库,学生
u001,2026-06-08 11:52:01,明日方舟,查看关卡信息,学生
u001,2026-06-08 11:52:33,明日方舟,查看干员,学生
u001,2026-06-08 11:53:22,明日方舟,查看仓库,学生
u001,2026-06-08 11:53:27,明日方舟,查看作战结果,学生
u001,2026-06-08 11:53:33,明日方舟,领取登录奖励,学生
u001,2026-06-08 11:53:46,明日方舟,退出游戏,学生
u001,2026-06-08 11:55:03,飞书,查看任务,学生
u001,2026-06-08 11:55:27,飞书,查看通讯录,学生
u001,2026-06-08 11:56:15,飞书,查看会议纪要,学生
u001,2026-06-08 11:56:22,飞书,返回消息列表,学生
u002,2026-06-08 09:06:53,WPS,打开模板中心,程序员
u002,2026-06-08 09:07:03,WPS,打开WPS,程序员
u002,2026-06-08 09:07:20,WPS,分享文档,程序员
u002,2026-06-08 09:08:08,WPS,编辑文档,程序员
u002,2026-06-08 09:09:04,WPS,查看目录,程序员
u002,2026-06-08 09:09:21,WPS,关闭文档,程序员
u002,2026-06-08 09:11:06,WPS,查看批注,程序员
u002,2026-06-08 09:12:05,WPS,查看最近文档,程序员
u002,2026-06-08 09:12:55,WPS,查看文档属性,程序员
u002,2026-06-08 09:13:17,WPS,页面缩放,程序员
u002,2026-06-08 09:13:43,WPS,打开WPS,程序员
u002,2026-06-08 09:14:24,WPS,设置段落格式,程序员
u002,2026-06-08 09:14:52,WPS,页面缩放,程序员
u002,2026-06-08 09:15:18,WPS,查看文档属性,程序员
u002,2026-06-08 09:15:38,WPS,关闭文档,程序员
u002,2026-06-08 09:16:39,飞书,打开云文档,程序员
u002,2026-06-08 09:17:32,飞书,进入单聊,程序员
u002,2026-06-08 09:18:19,飞书,查看日历,程序员
u002,2026-06-08 09:19:16,飞书,搜索联系人,程序员
u002,2026-06-08 09:19:31,飞书,查看日历,程序员
u002,2026-06-08 09:20:08,飞书,查看消息列表,程序员
u002,2026-06-08 09:21:07,飞书,返回消息列表,程序员
u002,2026-06-08 09:22:56,飞书,搜索聊天记录,程序员
u002,2026-06-08 09:23:02,飞书,打开云文档,程序员
u002,2026-06-08 09:23:16,飞书,搜索联系人,程序员
u002,2026-06-08 09:24:00,飞书,搜索联系人,程序员
u002,2026-06-08 09:24:39,飞书,查看日历,程序员
u002,2026-06-08 09:25:04,飞书,发送文字消息,程序员
u002,2026-06-08 09:25:37,飞书,查看会议纪要,程序员
u002,2026-06-08 09:25:57,飞书,返回消息列表,程序员
u002,2026-06-08 09:27:50,飞书,搜索聊天记录,程序员
u002,2026-06-08 09:28:44,飞书,查看未读消息,程序员
u002,2026-06-08 09:29:14,飞书,查看审批,程序员
u002,2026-06-08 09:29:30,飞书,查看会议纪要,程序员
u002,2026-06-08 09:30:29,飞书,发送文字消息,程序员
u002,2026-06-08 09:30:34,飞书,查看会议纪要,程序员
u002,2026-06-08 09:30:51,飞书,搜索联系人,程序员
u002,2026-06-08 09:31:03,飞书,返回消息列表,程序员
u002,2026-06-08 09:32:23,飞书,进入单聊,程序员
u002,2026-06-08 09:32:52,飞书,查看任务,程序员
u002,2026-06-08 09:33:31,飞书,分享云文档,程序员
u002,2026-06-08 09:33:41,飞书,评论云文档,程序员
u002,2026-06-08 09:34:12,飞书,返回消息列表,程序员
u002,2026-06-08 09:36:02,WPS,查看文档属性,程序员
u002,2026-06-08 09:36:23,WPS,打开文档,程序员
u002,2026-06-08 09:36:36,WPS,搜索文档,程序员
u002,2026-06-08 09:37:11,WPS,切换文档标签,程序员
u002,2026-06-08 09:37:31,WPS,打印文档,程序员
u002,2026-06-08 09:37:44,WPS,查看最近文档,程序员
u002,2026-06-08 09:38:02,WPS,查看目录,程序员
u002,2026-06-08 09:38:46,WPS,搜索文档,程序员
u002,2026-06-08 09:39:18,WPS,导出PDF,程序员
u002,2026-06-08 09:39:40,WPS,批注文档,程序员
u002,2026-06-08 09:40:29,WPS,关闭文档,程序员
u002,2026-06-08 09:41:22,WPS,查看批注,程序员
u002,2026-06-08 09:41:40,WPS,打开WPS,程序员
u002,2026-06-08 09:41:56,WPS,查看批注,程序员
u002,2026-06-08 09:42:21,WPS,编辑文档,程序员
u002,2026-06-08 09:43:15,WPS,查看最近文档,程序员
u002,2026-06-08 09:43:39,WPS,切换文档标签,程序员
u002,2026-06-08 09:44:30,WPS,修订文档,程序员
u002,2026-06-08 09:45:21,WPS,保存文档,程序员
u002,2026-06-08 09:46:06,WPS,打印文档,程序员
u002,2026-06-08 09:46:22,WPS,另存为文档,程序员
u002,2026-06-08 09:46:49,WPS,关闭文档,程序员
u002,2026-06-08 09:47:43,飞书,查看日历,程序员
u002,2026-06-08 09:48:06,飞书,打开云文档,程序员
u002,2026-06-08 09:48:32,飞书,搜索聊天记录,程序员
u002,2026-06-08 09:49:26,飞书,查看任务,程序员
u002,2026-06-08 09:50:00,飞书,编辑云文档,程序员
u002,2026-06-08 09:50:09,飞书,返回消息列表,程序员
u002,2026-06-08 09:53:01,火狐浏览器,查看下载列表,程序员
u002,2026-06-08 09:53:07,火狐浏览器,打开隐私浏览,程序员
u002,2026-06-08 09:53:56,火狐浏览器,删除书签,程序员
u002,2026-06-08 09:54:37,火狐浏览器,管理扩展,程序员
u002,2026-06-08 09:54:45,火狐浏览器,分享网页,程序员
u002,2026-06-08 09:54:52,火狐浏览器,保存网页,程序员
u002,2026-06-08 09:55:13,火狐浏览器,点击搜索结果,程序员
u002,2026-06-08 09:55:38,火狐浏览器,关闭浏览器,程序员
u002,2026-06-08 09:58:03,WPS,打开WPS,程序员
u002,2026-06-08 09:58:23,WPS,查看目录,程序员
u002,2026-06-08 09:59:15,WPS,新建文档,程序员
u002,2026-06-08 10:00:10,WPS,搜索文档,程序员
u002,2026-06-08 10:00:48,WPS,查看批注,程序员
u002,2026-06-08 10:01:31,WPS,切换文档标签,程序员
u002,2026-06-08 10:02:10,WPS,关闭文档,程序员
u002,2026-06-08 10:02:59,飞书,查看会议纪要,程序员
u002,2026-06-08 10:03:10,飞书,搜索聊天记录,程序员
u002,2026-06-08 10:04:06,飞书,编辑云文档,程序员
u002,2026-06-08 10:04:52,飞书,搜索联系人,程序员
u002,2026-06-08 10:05:23,飞书,搜索聊天记录,程序员
u002,2026-06-08 10:06:11,飞书,查看通讯录,程序员
u002,2026-06-08 10:07:04,飞书,编辑云文档,程序员
u002,2026-06-08 10:07:30,飞书,查看日历,程序员
u002,2026-06-08 10:08:20,飞书,返回消息列表,程序员
u002,2026-06-08 10:10:06,WPS,打开文档,程序员
u002,2026-06-08 10:10:46,WPS,查看批注,程序员
u002,2026-06-08 10:11:10,WPS,云端同步,程序员
u002,2026-06-08 10:11:37,WPS,查看目录,程序员
u002,2026-06-08 10:12:31,WPS,查看最近文档,程序员
u002,2026-06-08 10:12:44,WPS,查看目录,程序员
u002,2026-06-08 10:13:07,WPS,另存为文档,程序员
u002,2026-06-08 10:13:49,WPS,查看最近文档,程序员
u002,2026-06-08 10:13:58,WPS,另存为文档,程序员
u002,2026-06-08 10:14:54,WPS,接受修订,程序员
u002,2026-06-08 10:15:02,WPS,关闭文档,程序员
u002,2026-06-08 10:15:37,夸克浏览器,打开夸克浏览器,程序员
u002,2026-06-08 10:16:34,夸克浏览器,打开无痕模式,程序员
u002,2026-06-08 10:16:47,夸克浏览器,下载文件,程序员
u002,2026-06-08 10:17:06,夸克浏览器,点击搜索结果,程序员
u002,2026-06-08 10:17:42,夸克浏览器,复制链接,程序员
u002,2026-06-08 10:18:14,夸克浏览器,输入搜索词,程序员
u002,2026-06-08 10:18:32,夸克浏览器,分享网页,程序员
u002,2026-06-08 10:18:59,夸克浏览器,打开夸克网盘,程序员
u002,2026-06-08 10:19:26,夸克浏览器,查看书签,程序员
u002,2026-06-08 10:19:43,夸克浏览器,输入搜索词,程序员
u002,2026-06-08 10:20:06,夸克浏览器,关闭无痕模式,程序员
u002,2026-06-08 10:20:59,百度网盘,查看分享记录,程序员
u002,2026-06-08 10:21:05,百度网盘,打开百度网盘,程序员
u002,2026-06-08 10:21:24,百度网盘,预览文件,程序员
u002,2026-06-08 10:21:57,百度网盘,查看分享记录,程序员
u002,2026-06-08 10:22:34,百度网盘,继续上传,程序员
u002,2026-06-08 10:22:50,百度网盘,继续上传,程序员
u002,2026-06-08 10:23:47,百度网盘,新建文件夹,程序员
u002,2026-06-08 10:24:30,百度网盘,返回文件列表,程序员
u002,2026-06-08 10:26:38,百度网盘,搜索文件,程序员
u002,2026-06-08 10:26:55,百度网盘,打开百度网盘,程序员
u002,2026-06-08 10:27:11,百度网盘,查看离线下载,程序员
u002,2026-06-08 10:28:08,百度网盘,查看离线下载,程序员
u002,2026-06-08 10:28:44,百度网盘,下载文件,程序员
u002,2026-06-08 10:29:01,百度网盘,暂停上传,程序员
u002,2026-06-08 10:29:50,百度网盘,查看文件详情,程序员
u002,2026-06-08 10:30:31,百度网盘,暂停下载,程序员
u002,2026-06-08 10:30:56,百度网盘,返回文件列表,程序员
u002,2026-06-08 10:32:22,WPS,打开WPS,程序员
u002,2026-06-08 10:33:06,WPS,查看目录,程序员
u002,2026-06-08 10:33:29,WPS,查看目录,程序员
u002,2026-06-08 10:33:54,WPS,编辑文档,程序员
u002,2026-06-08 10:34:21,WPS,查看最近文档,程序员
u002,2026-06-08 10:34:52,WPS,新建文档,程序员
u002,2026-06-08 10:35:45,WPS,编辑文档,程序员
u002,2026-06-08 10:36:32,WPS,查看最近文档,程序员
u002,2026-06-08 10:36:56,WPS,查看最近文档,程序员
u002,2026-06-08 10:37:45,WPS,查看文档属性,程序员
u002,2026-06-08 10:38:33,WPS,关闭文档,程序员
u002,2026-06-08 10:39:14,火狐浏览器,打开火狐浏览器,程序员
u002,2026-06-08 10:40:07,火狐浏览器,打开隐私浏览,程序员
u002,2026-06-08 10:40:52,火狐浏览器,同步账号,程序员
u002,2026-06-08 10:41:50,火狐浏览器,输入网址,程序员
u002,2026-06-08 10:42:29,火狐浏览器,查看历史记录,程序员
u002,2026-06-08 10:42:41,火狐浏览器,查看书签,程序员
u002,2026-06-08 10:43:28,火狐浏览器,查看下载列表,程序员
u002,2026-06-08 10:43:40,火狐浏览器,管理扩展,程序员
u002,2026-06-08 10:43:50,火狐浏览器,查看书签,程序员
u002,2026-06-08 10:44:42,火狐浏览器,刷新网页,程序员
u002,2026-06-08 10:45:35,火狐浏览器,返回上一页,程序员
u002,2026-06-08 10:46:56,飞书,搜索联系人,程序员
u002,2026-06-08 10:47:22,飞书,搜索聊天记录,程序员
u002,2026-06-08 10:48:04,飞书,编辑云文档,程序员
u002,2026-06-08 10:48:28,飞书,查看审批,程序员
u002,2026-06-08 10:49:28,飞书,编辑云文档,程序员
u002,2026-06-08 10:49:49,飞书,查看会议纪要,程序员
u002,2026-06-08 10:50:39,飞书,查看通讯录,程序员
u002,2026-06-08 10:51:30,飞书,返回消息列表,程序员
u002,2026-06-08 10:52:20,夸克浏览器,设置浏览器,程序员
u002,2026-06-08 10:52:55,夸克浏览器,查看下载列表,程序员
u002,2026-06-08 10:53:46,夸克浏览器,输入搜索词,程序员
u002,2026-06-08 10:54:38,夸克浏览器,打开网页,程序员
u002,2026-06-08 10:55:09,夸克浏览器,输入搜索词,程序员
u002,2026-06-08 10:55:44,夸克浏览器,查看下载列表,程序员
u002,2026-06-08 10:56:39,夸克浏览器,下载文件,程序员
u002,2026-06-08 10:56:54,夸克浏览器,返回上一页,程序员
u002,2026-06-08 10:58:24,飞书,进入群聊,程序员
u002,2026-06-08 10:58:39,飞书,查看日历,程序员
u002,2026-06-08 10:58:46,飞书,查看未读消息,程序员
u002,2026-06-08 10:58:56,飞书,查看消息列表,程序员
u002,2026-06-08 10:59:36,飞书,编辑云文档,程序员
u002,2026-06-08 11:00:02,飞书,查看消息列表,程序员
u002,2026-06-08 11:00:12,飞书,返回消息列表,程序员
u002,2026-06-08 11:03:26,知乎,查看通知,程序员
u002,2026-06-08 11:03:38,知乎,打开想法,程序员
u002,2026-06-08 11:03:55,知乎,浏览盐选内容,程序员
u002,2026-06-08 11:04:39,知乎,回复评论,程序员
u002,2026-06-08 11:05:20,知乎,切换话题,程序员
u002,2026-06-08 11:06:09,知乎,返回首页,程序员
u002,2026-06-08 11:07:40,夸克浏览器,点击搜索结果,程序员
u002,2026-06-08 11:08:24,夸克浏览器,打开网页,程序员
u002,2026-06-08 11:09:16,夸克浏览器,分享网页,程序员
u002,2026-06-08 11:09:54,夸克浏览器,下载文件,程序员
u002,2026-06-08 11:10:24,夸克浏览器,查看书签,程序员
u002,2026-06-08 11:11:23,夸克浏览器,下载文件,程序员
u002,2026-06-08 11:11:54,夸克浏览器,查看书签,程序员
u002,2026-06-08 11:12:32,夸克浏览器,分享网页,程序员
u002,2026-06-08 11:12:43,夸克浏览器,打开夸克浏览器,程序员
u002,2026-06-08 11:13:03,夸克浏览器,关闭无痕模式,程序员
u002,2026-06-08 11:15:11,知乎,查看通知,程序员
u002,2026-06-08 11:16:03,知乎,查看回答,程序员
u002,2026-06-08 11:16:43,知乎,搜索问题,程序员
u002,2026-06-08 11:17:38,知乎,搜索用户,程序员
u002,2026-06-08 11:18:27,知乎,查看通知,程序员
u002,2026-06-08 11:18:36,知乎,关闭知乎,程序员
u002,2026-06-08 11:20:41,百度网盘,查看传输列表,程序员
u002,2026-06-08 11:21:07,百度网盘,打开百度网盘,程序员
u002,2026-06-08 11:21:23,百度网盘,查看离线下载,程序员
u002,2026-06-08 11:22:21,百度网盘,预览图片,程序员
u002,2026-06-08 11:22:33,百度网盘,继续下载,程序员
u002,2026-06-08 11:22:52,百度网盘,查看传输列表,程序员
u002,2026-06-08 11:23:00,百度网盘,搜索文件,程序员
u002,2026-06-08 11:24:00,百度网盘,查看传输列表,程序员
u002,2026-06-08 11:24:34,百度网盘,上传文件,程序员
u002,2026-06-08 11:25:25,百度网盘,播放视频,程序员
u002,2026-06-08 11:26:16,百度网盘,返回文件列表,程序员
u002,2026-06-08 11:26:54,夸克浏览器,点击搜索结果,程序员
u002,2026-06-08 11:27:19,夸克浏览器,打开网页,程序员
u002,2026-06-08 11:27:55,夸克浏览器,新建标签页,程序员
u002,2026-06-08 11:28:38,夸克浏览器,查看历史记录,程序员
