user_id,timestamp,foreground_app,opened_apps,user_group
u001,2026-06-08 11:37:00,哔哩哔哩,青云诀;哔哩哔哩;华为钱包;腾讯QQ;央视影音;抖音,学生
u001,2026-06-08 11:40:00,央视频,青云诀;哔哩哔哩;华为钱包;腾讯QQ;抖音;央视频,学生
u001,2026-06-08 11:43:00,抖音,青云诀;哔哩哔哩;华为钱包;腾讯QQ;抖音;央视频,学生
u001,2026-06-08 11:44:00,华为钱包,青云诀;哔哩哔哩;华为钱包;腾讯QQ;央视频,学生
u001,2026-06-08 11:49:00,腾讯QQ,青云诀;哔哩哔哩;华为钱包;腾讯QQ;央视频,学生
u001,2026-06-08 11:53:00,央视频,青云诀;哔哩哔哩;华为钱包;腾讯QQ;央视频,学生
u001,2026-06-08 11:55:00,明日方舟,青云诀;哔哩哔哩;华为钱包;腾讯QQ;央视频;明日方舟,学生
u001,2026-06-08 11:58:00,同花顺,青云诀;哔哩哔哩;华为钱包;央视频;明日方舟;同花顺,学生
u001,2026-06-08 12:01:00,华为浏览器,青云诀;哔哩哔哩;华为钱包;明日方舟;同花顺;华为浏览器,学生
u001,2026-06-08 12:05:00,哔哩哔哩,青云诀;哔哩哔哩;华为钱包;明日方舟;同花顺;华为浏览器,学生
u001,2026-06-08 12:08:00,央视新闻,青云诀;哔哩哔哩;明日方舟;同花顺;央视新闻,学生
u001,2026-06-08 12:09:00,青云诀,青云诀;哔哩哔哩;明日方舟;同花顺;央视新闻,学生
u001,2026-06-08 12:13:00,哔哩哔哩,青云诀;哔哩哔哩;明日方舟;同花顺;央视新闻,学生
u001,2026-06-08 12:17:00,优酷视频,青云诀;哔哩哔哩;明日方舟;同花顺;央视新闻;优酷视频,学生
u001,2026-06-08 12:20:00,优酷视频,青云诀;哔哩哔哩;明日方舟;同花顺;央视新闻;优酷视频,学生
u001,2026-06-08 12:25:00,爱奇艺,青云诀;哔哩哔哩;同花顺;央视新闻;爱奇艺,学生
u001,2026-06-08 12:26:00,腾讯视频,青云诀;哔哩哔哩;同花顺;央视新闻;爱奇艺;腾讯视频,学生
u001,2026-06-08 12:29:00,夸克浏览器,青云诀;哔哩哔哩;央视新闻;爱奇艺;腾讯视频;夸克浏览器,学生
u001,2026-06-08 12:34:00,央视新闻,青云诀;哔哩哔哩;央视新闻;爱奇艺;腾讯视频;夸克浏览器,学生
u001,2026-06-08 12:38:00,抖音,青云诀;哔哩哔哩;央视新闻;爱奇艺;腾讯视频;抖音,学生
u001,2026-06-08 12:42:00,抖音,青云诀;哔哩哔哩;央视新闻;爱奇艺;腾讯视频;抖音,学生
u001,2026-06-08 12:43:00,央视影音,青云诀;哔哩哔哩;央视新闻;爱奇艺;抖音;央视影音,学生
u001,2026-06-08 12:44:00,华为浏览器,青云诀;央视新闻;爱奇艺;抖音;央视影音;华为浏览器,学生
u001,2026-06-08 12:45:00,WPS,青云诀;抖音;央视影音;华为浏览器;WPS,学生
u001,2026-06-08 12:46:00,爱奇艺,青云诀;抖音;央视影音;华为浏览器;WPS;爱奇艺,学生
u001,2026-06-08 12:47:00,同花顺,青云诀;抖音;央视影音;WPS;爱奇艺;同花顺,学生
u001,2026-06-08 12:49:00,同花顺,青云诀;抖音;央视影音;WPS;爱奇艺;同花顺,学生
u001,2026-06-08 12:51:00,WPS,青云诀;抖音;央视影音;WPS;爱奇艺;同花顺,学生
u001,2026-06-08 12:52:00,青云诀,青云诀;央视影音;WPS;爱奇艺;同花顺,学生
u001,2026-06-08 12:55:00,央视影音,青云诀;央视影音;爱奇艺;同花顺,学生
u001,2026-06-08 12:59:00,青云诀,青云诀;央视影音;爱奇艺;同花顺,学生
u001,2026-06-08 13:02:00,央视影音,青云诀;央视影音;爱奇艺;同花顺,学生
u001,2026-06-08 13:04:00,飞书,青云诀;央视影音;爱奇艺;同花顺;飞书,学生
u001,2026-06-08 13:07:00,火狐浏览器,青云诀;央视影音;爱奇艺;同花顺;飞书;火狐浏览器,学生
u001,2026-06-08 13:08:00,火狐浏览器,青云诀;央视影音;爱奇艺;同花顺;飞书;火狐浏览器,学生
u001,2026-06-08 13:09:00,同花顺,青云诀;央视影音;爱奇艺;同花顺;飞书;火狐浏览器,学生
u001,2026-06-08 13:10:00,青云诀,青云诀;央视影音;爱奇艺;同花顺;飞书;火狐浏览器,学生
u001,2026-06-08 13:13:00,华为钱包,青云诀;央视影音;爱奇艺;同花顺;飞书;华为钱包,学生
u001,2026-06-08 13:18:00,百度网盘,青云诀;央视影音;同花顺;飞书;华为钱包;百度网盘,学生
u001,2026-06-08 13:19:00,同花顺,央视影音;同花顺;飞书;华为钱包;百度网盘,学生
u001,2026-06-08 13:20:00,斗鱼,央视影音;同花顺;飞书;百度网盘;斗鱼,学生
u001,2026-06-08 13:23:00,斗鱼,央视影音;同花顺;飞书;百度网盘;斗鱼,学生
u001,2026-06-08 13:24:00,虎牙直播,央视影音;同花顺;飞书;百度网盘;斗鱼;虎牙直播,学生
u001,2026-06-08 13:26:00,同花顺,央视影音;同花顺;飞书;斗鱼;虎牙直播,学生
u001,2026-06-08 13:28:00,哔哩哔哩,央视影音;同花顺;飞书;斗鱼;哔哩哔哩,学生
u001,2026-06-08 13:30:00,抖音,央视影音;同花顺;飞书;斗鱼;哔哩哔哩;抖音,学生
u001,2026-06-08 13:31:00,同花顺,央视影音;同花顺;飞书;斗鱼;哔哩哔哩;抖音,学生
u001,2026-06-08 13:34:00,哔哩哔哩,央视影音;同花顺;飞书;哔哩哔哩;抖音,学生
u001,2026-06-08 13:37:00,央视影音,央视影音;同花顺;飞书;哔哩哔哩;抖音,学生
u001,2026-06-08 13:39:00,哔哩哔哩,央视影音;同花顺;飞书;哔哩哔哩;抖音,学生
u001,2026-06-08 13:44:00,百度网盘,央视影音;同花顺;飞书;哔哩哔哩;抖音;百度网盘,学生
u001,2026-06-08 13:49:00,知乎,央视影音;同花顺;飞书;抖音;百度网盘;知乎,学生
u001,2026-06-08 13:52:00,百度网盘,央视影音;同花顺;飞书;抖音;百度网盘;知乎,学生
u001,2026-06-08 13:53:00,央视影音,央视影音;同花顺;飞书;抖音;百度网盘;知乎,学生
u001,2026-06-08 13:57:00,夸克浏览器,央视影音;飞书;抖音;百度网盘;夸克浏览器,学生
u001,2026-06-08 13:58:00,抖音,央视影音;飞书;抖音;百度网盘;夸克浏览器,学生
u001,2026-06-08 14:00:00,夸克浏览器,央视影音;飞书;抖音;百度网盘;夸克浏览器,学生
u001,2026-06-08 14:03:00,夸克浏览器,央视影音;飞书;抖音;百度网盘;夸克浏览器,学生
u001,2026-06-08 14:04:00,央视新闻,央视影音;飞书;抖音;百度网盘;夸克浏览器;央视新闻,学生
u001,2026-06-08 14:07:00,夸克浏览器,央视影音;抖音;百度网盘;夸克浏览器;央视新闻,学生
u001,2026-06-08 14:08:00,百度网盘,央视影音;抖音;百度网盘;夸克浏览器;央视新闻,学生
u001,2026-06-08 14:09:00,同花顺,央视影音;抖音;百度网盘;夸克浏览器;央视新闻;同花顺,学生
u001,2026-06-08 14:11:00,夸克浏览器,央视影音;抖音;百度网盘;夸克浏览器;央视新闻,学生
u001,2026-06-08 14:12:00,百度网盘,央视影音;抖音;百度网盘;夸克浏览器;央视新闻,学生
u001,2026-06-08 14:14:00,抖音,央视影音;抖音;百度网盘;夸克浏览器;央视新闻,学生
u001,2026-06-08 14:16:00,火狐浏览器,央视影音;抖音;百度网盘;夸克浏览器;火狐浏览器,学生
u001,2026-06-08 14:20:00,华为浏览器,央视影音;抖音;百度网盘;夸克浏览器;火狐浏览器;华为浏览器,学生
u001,2026-06-08 14:23:00,腾讯视频,央视影音;抖音;百度网盘;夸克浏览器;火狐浏览器;腾讯视频,学生
u001,2026-06-08 14:24:00,夸克浏览器,央视影音;抖音;百度网盘;夸克浏览器;火狐浏览器;腾讯视频,学生
u001,2026-06-08 14:28:00,剪映,央视影音;抖音;百度网盘;夸克浏览器;腾讯视频;剪映,学生
u001,2026-06-08 14:29:00,虎牙直播,央视影音;百度网盘;夸克浏览器;腾讯视频;剪映;虎牙直播,学生
u001,2026-06-08 14:34:00,剪映,央视影音;百度网盘;夸克浏览器;腾讯视频;剪映;虎牙直播,学生
u001,2026-06-08 14:36:00,剪映,央视影音;百度网盘;夸克浏览器;腾讯视频;剪映;虎牙直播,学生
u001,2026-06-08 14:41:00,百度网盘,央视影音;百度网盘;夸克浏览器;腾讯视频;剪映;虎牙直播,学生
u001,2026-06-08 14:46:00,华为浏览器,央视影音;百度网盘;夸克浏览器;剪映;虎牙直播;华为浏览器,学生
u001,2026-06-08 14:51:00,央视影音,央视影音;百度网盘;夸克浏览器;剪映;虎牙直播;华为浏览器,学生
u001,2026-06-08 14:55:00,华为浏览器,央视影音;百度网盘;夸克浏览器;剪映;虎牙直播;华为浏览器,学生
u001,2026-06-08 15:00:00,爱奇艺,央视影音;百度网盘;剪映;虎牙直播;华为浏览器;爱奇艺,学生
u001,2026-06-08 15:03:00,爱奇艺,央视影音;百度网盘;剪映;虎牙直播;华为浏览器;爱奇艺,学生
u001,2026-06-08 15:06:00,明日方舟,央视影音;百度网盘;虎牙直播;华为浏览器;明日方舟,学生
u001,2026-06-08 15:07:00,哔哩哔哩,央视影音;百度网盘;虎牙直播;华为浏览器;哔哩哔哩,学生
u001,2026-06-08 15:08:00,爱奇艺,央视影音;百度网盘;虎牙直播;华为浏览器;哔哩哔哩;爱奇艺,学生
u001,2026-06-08 15:12:00,爱奇艺,央视影音;百度网盘;虎牙直播;华为浏览器;哔哩哔哩;爱奇艺,学生
u001,2026-06-08 15:16:00,央视影音,央视影音;百度网盘;虎牙直播;华为浏览器;哔哩哔哩;爱奇艺,学生
u001,2026-06-08 15:18:00,夸克浏览器,央视影音;百度网盘;华为浏览器;哔哩哔哩;爱奇艺;夸克浏览器,学生
u001,2026-06-08 15:21:00,夸克浏览器,央视影音;百度网盘;华为浏览器;哔哩哔哩;爱奇艺;夸克浏览器,学生
u001,2026-06-08 15:22:00,抖音,央视影音;百度网盘;哔哩哔哩;爱奇艺;夸克浏览器;抖音,学生
u001,2026-06-08 15:24:00,逆水寒,央视影音;百度网盘;哔哩哔哩;爱奇艺;抖音;逆水寒,学生
u001,2026-06-08 15:29:00,剪映,央视影音;百度网盘;哔哩哔哩;爱奇艺;逆水寒;剪映,学生
u001,2026-06-08 15:34:00,央视影音,央视影音;百度网盘;哔哩哔哩;爱奇艺;逆水寒;剪映,学生
u001,2026-06-08 15:37:00,华为浏览器,百度网盘;哔哩哔哩;爱奇艺;逆水寒;剪映;华为浏览器,学生
u001,2026-06-08 15:40:00,央视新闻,百度网盘;哔哩哔哩;爱奇艺;剪映;华为浏览器;央视新闻,学生
u001,2026-06-08 15:43:00,燕云十六声,百度网盘;哔哩哔哩;爱奇艺;剪映;央视新闻;燕云十六声,学生
u001,2026-06-08 15:48:00,央视新闻,百度网盘;哔哩哔哩;爱奇艺;剪映;央视新闻;燕云十六声,学生
u001,2026-06-08 15:50:00,青云诀,哔哩哔哩;爱奇艺;央视新闻;燕云十六声;青云诀,学生
u001,2026-06-08 15:53:00,青云诀,哔哩哔哩;爱奇艺;央视新闻;燕云十六声;青云诀,学生
u001,2026-06-08 15:56:00,虎牙直播,哔哩哔哩;爱奇艺;央视新闻;青云诀;虎牙直播,学生
u001,2026-06-08 15:57:00,虎牙直播,哔哩哔哩;爱奇艺;央视新闻;青云诀;虎牙直播,学生
u001,2026-06-08 15:59:00,青云诀,哔哩哔哩;爱奇艺;央视新闻;青云诀;虎牙直播,学生
u001,2026-06-08 16:01:00,同花顺,哔哩哔哩;爱奇艺;央视新闻;青云诀;虎牙直播;同花顺,学生
u001,2026-06-08 16:04:00,虎牙直播,哔哩哔哩;爱奇艺;央视新闻;青云诀;虎牙直播;同花顺,学生
u001,2026-06-08 16:05:00,爱奇艺,哔哩哔哩;爱奇艺;央视新闻;青云诀;虎牙直播;同花顺,学生
u001,2026-06-08 16:08:00,央视新闻,哔哩哔哩;爱奇艺;央视新闻;青云诀;虎牙直播;同花顺,学生
u001,2026-06-08 16:10:00,虎牙直播,哔哩哔哩;爱奇艺;央视新闻;青云诀;虎牙直播;同花顺,学生
u001,2026-06-08 16:11:00,同花顺,哔哩哔哩;爱奇艺;央视新闻;青云诀;虎牙直播;同花顺,学生
u001,2026-06-08 16:12:00,虎牙直播,哔哩哔哩;爱奇艺;央视新闻;青云诀;虎牙直播;同花顺,学生
u001,2026-06-08 16:16:00,像素蛋糕,央视新闻;青云诀;虎牙直播;同花顺;像素蛋糕,学生
u001,2026-06-08 16:20:00,爱奇艺,央视新闻;青云诀;虎牙直播;同花顺;像素蛋糕;爱奇艺,学生
u001,2026-06-08 16:22:00,同花顺,央视新闻;青云诀;虎牙直播;同花顺;像素蛋糕;爱奇艺,学生
u001,2026-06-08 16:23:00,虎牙直播,央视新闻;虎牙直播;同花顺;像素蛋糕;爱奇艺,学生
u001,2026-06-08 16:26:00,虎牙直播,央视新闻;虎牙直播;同花顺;像素蛋糕;爱奇艺,学生
u001,2026-06-08 16:29:00,百度网盘,央视新闻;虎牙直播;同花顺;像素蛋糕;爱奇艺;百度网盘,学生
u001,2026-06-08 16:32:00,明日方舟,虎牙直播;像素蛋糕;爱奇艺;百度网盘;明日方舟,学生
u001,2026-06-08 16:36:00,明日方舟,虎牙直播;像素蛋糕;爱奇艺;百度网盘;明日方舟,学生
u001,2026-06-08 16:40:00,百度网盘,虎牙直播;像素蛋糕;爱奇艺;百度网盘;明日方舟,学生
u001,2026-06-08 16:42:00,爱奇艺,虎牙直播;像素蛋糕;爱奇艺;百度网盘;明日方舟,学生
u001,2026-06-08 16:44:00,夸克浏览器,虎牙直播;像素蛋糕;爱奇艺;百度网盘;明日方舟;夸克浏览器,学生
u001,2026-06-08 16:48:00,同花顺,虎牙直播;像素蛋糕;爱奇艺;百度网盘;明日方舟;同花顺,学生
u001,2026-06-08 16:52:00,智慧生活,虎牙直播;爱奇艺;百度网盘;明日方舟;同花顺;智慧生活,学生
u001,2026-06-08 16:56:00,华为钱包,虎牙直播;爱奇艺;百度网盘;同花顺;华为钱包,学生
u001,2026-06-08 17:01:00,百度网盘,虎牙直播;爱奇艺;百度网盘;同花顺;华为钱包,学生
u001,2026-06-08 17:05:00,腾讯视频,虎牙直播;爱奇艺;百度网盘;同花顺;华为钱包;腾讯视频,学生
u001,2026-06-08 17:10:00,虎牙直播,虎牙直播;爱奇艺;百度网盘;同花顺;华为钱包;腾讯视频,学生
u001,2026-06-08 17:11:00,腾讯视频,虎牙直播;爱奇艺;百度网盘;同花顺;华为钱包;腾讯视频,学生
u001,2026-06-08 17:13:00,燕云十六声,虎牙直播;百度网盘;同花顺;华为钱包;腾讯视频;燕云十六声,学生
u001,2026-06-08 17:17:00,腾讯视频,虎牙直播;百度网盘;同花顺;华为钱包;腾讯视频;燕云十六声,学生
u001,2026-06-08 17:20:00,夸克浏览器,虎牙直播;百度网盘;同花顺;华为钱包;燕云十六声;夸克浏览器,学生
u001,2026-06-08 17:21:00,腾讯视频,百度网盘;同花顺;华为钱包;燕云十六声;夸克浏览器;腾讯视频,学生
u001,2026-06-08 17:23:00,虎牙直播,百度网盘;华为钱包;燕云十六声;夸克浏览器;腾讯视频;虎牙直播,学生
u001,2026-06-08 17:26:00,夸克浏览器,百度网盘;华为钱包;燕云十六声;夸克浏览器;虎牙直播,学生
u001,2026-06-08 17:31:00,火狐浏览器,百度网盘;华为钱包;燕云十六声;夸克浏览器;火狐浏览器,学生
u001,2026-06-08 17:35:00,知乎,百度网盘;华为钱包;燕云十六声;夸克浏览器;火狐浏览器;知乎,学生
u001,2026-06-08 17:37:00,火狐浏览器,百度网盘;华为钱包;燕云十六声;夸克浏览器;火狐浏览器;知乎,学生
u001,2026-06-08 17:38:00,同花顺,百度网盘;燕云十六声;夸克浏览器;火狐浏览器;同花顺,学生
u001,2026-06-08 17:42:00,米哈游,百度网盘;燕云十六声;夸克浏览器;火狐浏览器;同花顺;米哈游,学生
u001,2026-06-08 17:45:00,同花顺,百度网盘;燕云十六声;夸克浏览器;火狐浏览器;同花顺;米哈游,学生
u001,2026-06-08 17:49:00,火狐浏览器,百度网盘;燕云十六声;夸克浏览器;火狐浏览器;同花顺;米哈游,学生
u001,2026-06-08 17:51:00,百度网盘,百度网盘;燕云十六声;夸克浏览器;火狐浏览器;同花顺;米哈游,学生
u001,2026-06-08 17:55:00,明日方舟,燕云十六声;夸克浏览器;火狐浏览器;米哈游;明日方舟,学生
u001,2026-06-08 17:58:00,同花顺,燕云十六声;夸克浏览器;火狐浏览器;米哈游;明日方舟;同花顺,学生
u001,2026-06-08 18:00:00,夸克浏览器,燕云十六声;夸克浏览器;火狐浏览器;米哈游;明日方舟;同花顺,学生
u001,2026-06-08 18:02:00,百度网盘,燕云十六声;夸克浏览器;火狐浏览器;米哈游;明日方舟;百度网盘,学生
u001,2026-06-08 18:03:00,明日方舟,燕云十六声;夸克浏览器;火狐浏览器;米哈游;明日方舟;百度网盘,学生
u001,2026-06-08 18:07:00,夸克浏览器,燕云十六声;夸克浏览器;火狐浏览器;米哈游;明日方舟;百度网盘,学生
u001,2026-06-08 18:11:00,百度网盘,燕云十六声;夸克浏览器;火狐浏览器;明日方舟;百度网盘,学生
u001,2026-06-08 18:15:00,米哈游,燕云十六声;夸克浏览器;火狐浏览器;明日方舟;百度网盘;米哈游,学生
u001,2026-06-08 18:16:00,明日方舟,燕云十六声;夸克浏览器;火狐浏览器;明日方舟;百度网盘;米哈游,学生
u001,2026-06-08 18:17:00,夸克浏览器,燕云十六声;夸克浏览器;火狐浏览器;明日方舟;百度网盘;米哈游,学生
u001,2026-06-08 18:18:00,WPS,燕云十六声;夸克浏览器;明日方舟;百度网盘;米哈游;WPS,学生
u001,2026-06-08 18:20:00,明日方舟,燕云十六声;夸克浏览器;明日方舟;百度网盘;米哈游;WPS,学生
u001,2026-06-08 18:24:00,夸克浏览器,夸克浏览器;明日方舟;百度网盘;米哈游;WPS,学生
u001,2026-06-08 18:25:00,腾讯QQ,夸克浏览器;明日方舟;百度网盘;米哈游;WPS;腾讯QQ,学生
u001,2026-06-08 18:27:00,火狐浏览器,夸克浏览器;明日方舟;百度网盘;WPS;腾讯QQ;火狐浏览器,学生
u001,2026-06-08 18:30:00,火狐浏览器,夸克浏览器;明日方舟;百度网盘;WPS;腾讯QQ;火狐浏览器,学生
u001,2026-06-08 18:34:00,央视影音,夸克浏览器;明日方舟;百度网盘;腾讯QQ;火狐浏览器;央视影音,学生
u001,2026-06-08 18:38:00,哔哩哔哩,夸克浏览器;百度网盘;腾讯QQ;火狐浏览器;央视影音;哔哩哔哩,学生
u001,2026-06-08 18:42:00,虎牙直播,百度网盘;腾讯QQ;火狐浏览器;央视影音;哔哩哔哩;虎牙直播,学生
u001,2026-06-08 18:44:00,腾讯视频,百度网盘;央视影音;哔哩哔哩;虎牙直播;腾讯视频,学生
u001,2026-06-08 18:46:00,百度网盘,百度网盘;央视影音;哔哩哔哩;虎牙直播;腾讯视频,学生
u001,2026-06-08 18:48:00,优酷视频,百度网盘;央视影音;哔哩哔哩;虎牙直播;腾讯视频;优酷视频,学生
u001,2026-06-08 18:52:00,央视新闻,百度网盘;央视影音;哔哩哔哩;优酷视频;央视新闻,学生
u001,2026-06-08 18:55:00,图库,百度网盘;央视影音;哔哩哔哩;优酷视频;央视新闻;图库,学生
u001,2026-06-08 19:00:00,央视新闻,百度网盘;央视影音;哔哩哔哩;优酷视频;央视新闻;图库,学生
u001,2026-06-08 19:01:00,夸克浏览器,百度网盘;央视影音;哔哩哔哩;优酷视频;图库;夸克浏览器,学生
u001,2026-06-08 19:04:00,同花顺,百度网盘;哔哩哔哩;优酷视频;图库;同花顺,学生
u001,2026-06-08 19:05:00,哔哩哔哩,百度网盘;哔哩哔哩;优酷视频;图库;同花顺,学生
u001,2026-06-08 19:07:00,哔哩哔哩,百度网盘;哔哩哔哩;优酷视频;图库;同花顺,学生
u001,2026-06-08 19:12:00,优酷视频,百度网盘;哔哩哔哩;优酷视频;图库;同花顺,学生
u001,2026-06-08 19:15:00,同花顺,百度网盘;哔哩哔哩;优酷视频;图库;同花顺,学生
u001,2026-06-08 19:16:00,哔哩哔哩,百度网盘;哔哩哔哩;优酷视频;图库;同花顺,学生
u001,2026-06-08 19:20:00,哔哩哔哩,百度网盘;哔哩哔哩;优酷视频;图库;同花顺,学生
u001,2026-06-08 19:24:00,斗鱼,百度网盘;哔哩哔哩;优酷视频;图库;同花顺;斗鱼,学生
u001,2026-06-08 19:28:00,百度网盘,百度网盘;哔哩哔哩;优酷视频;图库;同花顺;斗鱼,学生
u001,2026-06-08 19:33:00,斗鱼,百度网盘;哔哩哔哩;图库;同花顺;斗鱼,学生
u001,2026-06-08 19:37:00,华为钱包,百度网盘;哔哩哔哩;图库;同花顺;斗鱼;华为钱包,学生
u001,2026-06-08 19:39:00,哔哩哔哩,百度网盘;哔哩哔哩;图库;斗鱼;华为钱包,学生
u001,2026-06-08 19:40:00,央视新闻,百度网盘;哔哩哔哩;图库;华为钱包;央视新闻,学生
u001,2026-06-08 19:45:00,央视新闻,百度网盘;哔哩哔哩;图库;华为钱包;央视新闻,学生
u001,2026-06-08 19:49:00,爱奇艺,百度网盘;哔哩哔哩;图库;华为钱包;央视新闻;爱奇艺,学生
u001,2026-06-08 19:51:00,华为钱包,百度网盘;图库;华为钱包;央视新闻;爱奇艺,学生
u001,2026-06-08 19:54:00,像素蛋糕,百度网盘;图库;华为钱包;央视新闻;爱奇艺;像素蛋糕,学生
u001,2026-06-08 19:55:00,百度网盘,百度网盘;图库;华为钱包;央视新闻;爱奇艺;像素蛋糕,学生
u001,2026-06-08 19:58:00,央视新闻,百度网盘;图库;华为钱包;央视新闻;爱奇艺;像素蛋糕,学生
u001,2026-06-08 20:02:00,逆水寒,图库;华为钱包;央视新闻;爱奇艺;像素蛋糕;逆水寒,学生
